f_name,l_name,gender,area_code,phone,city,state,zip,marital_status,has_child,salary,rate,single_exemp,married_exemp,child_exemp,isDirty,errRule,errCol,pk
Yiwei,Leenaerts,M,307,192-8373,EVANSTON,WY,82930,M,Y,30000,0.0,0,0,0,True,;Incorrect_Format,;rate,86420
Kristy,Cao,F,270,666-1721,BEAR BRANCH,KY,41714,M,Y,75000,6.0,0,40,20,True,;Incorrect_Format,;rate,7550
Roseanne,Graf,F,479,676-6399,DE WITT,AR,72042,S,N,70000,7.0,20,0,0,True,;Incorrect_Format,;rate,73347
Geert,Birjandi,M,360,845-2300,SUMAS,WA,98295,M,Y,40000,0.0,0,0,0,True,;Incorrect_Format,;rate,136703
Akikazu,Snyers,F,352,422-4066,HOLIDAY,FL,34692,S,N,25000,0.0,0,0,0,True,;Incorrect_Format,;rate,13391
Krasimir,Feigenbaum,F,228,622-8254,WHEELER,MS,38880,S,Y,40000,5.0,6000,0,1500,True,;Incorrect_Format,;rate,95669
Vikram,Balboni,F,605,118-7881,BADGER,SD,57214,S,Y,40000,0.0,0,0,0,True,;Incorrect_Format,;rate,116671
Yahaya,Sufrin,F,907,581-6139,ANCHORAGE,AK,99502,M,N,90000,0.0,0,0,0,True,;Incorrect_Format,;rate,190448
Erick,Bandoh,M,907,146-2551,FAIRBANKS,AK,99701,S,Y,55000,0.0,0,0,0,True,;Incorrect_Format,;rate,16339
Fazli,Beam,F,775,283-5706,MC GILL,NV,89318,S,Y,60000,0.0,0,0,0,True,;Incorrect_Format,;rate,19045
Weixin,Gehringer,M,504,480-1780,FORT NECESSITY,LA,71243,M,Y,90000,6.0,0,9000,1000,True,;Incorrect_Format,;rate,81251
Kalappa,Krischer,M,404,455-9430,MELDRIM,GA,31318,M,N,45000,6.0,0,5400,0,True,;Incorrect_Format,;rate,89336
Vania,Streng,F,254,461-1809,DEL RIO,TX,78841,S,Y,35000,0.0,0,0,0,True,;Incorrect_Format,;rate,123018
Ganesh,Brodsky,M,307,568-9668,LUSK,WY,82225,M,N,100000,0.0,0,0,0,True,;Incorrect_Format,;rate,156340
Jane,Jueneman,F,251,526-9809,FACKLER,AL,35746,S,N,15000,5.0,1500,0,0,True,;Incorrect_Format,;rate,14161
Appie,Quadeer,F,801,689-7210,PLEASANT GROVE,UT,84062,S,Y,20000,7.0,2475,0,2475,True,;Incorrect_Format,;rate,126188
Xinan,Walstra,M,870,948-7221,HORATIO,AR,71842,M,Y,95000,7.0,0,40,20,True,;Incorrect_Format,;rate,153627
Morrie,Bittianda,M,605,488-3073,COLTON,SD,57018,S,Y,70000,0.0,0,0,0,True,;Incorrect_Format,;rate,103753
Fabrizio,Guizani,F,843,484-7723,MODOC,SC,29838,S,N,15000,7.0,3300,0,0,True,;Incorrect_Format,;rate,35089
Themis,Iliopoulos,F,479,122-8842,VANDERVOORT,AR,71972,S,N,70000,7.0,20,0,0,True,;Incorrect_Format,;rate,121852
Rajat,Monteverde,M,224,574-5193,DUNFERMLINE,IL,61524,S,Y,40000,3.0,2000,0,2000,True,;Incorrect_Format,;rate,59726
KaiCheng,Keum,F,803,487-2014,SAINT MATTHEWS,SC,29135,M,N,60000,7.0,0,6600,0,True,;Incorrect_Format,;rate,5533
Gladys,Wirthlin,M,206,469-6009,ELBE,WA,98330,M,Y,70000,0.0,0,0,0,True,;Incorrect_Format,;rate,23391
Toshimori,Isard,F,307,179-8256,CHEYENNE,WY,82009,M,Y,90000,0.0,0,0,0,True,;Incorrect_Format,;rate,189585
Satoru,Gunther,M,541,755-4781,WILLIAMS,OR,97544,M,N,15000,9.0,0,318,0,True,;Incorrect_Format,;rate,53806
Mirta,Louri,M,769,685-5195,INVERNESS,MS,38753,S,N,65000,5.0,6000,0,0,True,;Incorrect_Format,;rate,54844
Harm,Michaels,M,314,570-2524,FRENCH VILLAGE,MO,63036,S,N,25000,6.0,2100,0,0,True,;Incorrect_Format,;rate,188086
Boyce,Kadar,F,601,289-6447,COLUMBUS,MS,39703,S,Y,5000,3.0,6000,0,1500,True,;Incorrect_Format,;rate,181783
Asa,Thimm,M,605,335-4380,BRUCE,SD,57220,S,N,75000,0.0,0,0,0,True,;Incorrect_Format,;rate,186428
Jusung,Bang,M,907,810-5726,JBER,AK,99506,M,N,75000,0.0,0,0,0,True,;Incorrect_Format,;rate,199851
Ojelanki,Golm,M,865,719-9167,GERMANTOWN,TN,38139,S,N,25000,0.0,0,0,0,True,;Incorrect_Format,;rate,68299
Bernardo,Rudaz,F,281,863-1441,LAGUNA PARK,TX,76644,M,Y,90000,0.0,0,0,0,True,;Incorrect_Format,;rate,163371
Tinghe,Canny,M,325,180-7208,CHRISTINE,TX,78012,M,N,80000,0.0,0,0,0,True,;Incorrect_Format,;rate,96040
Schahram,Wuytack,M,307,970-4340,HANNA,WY,82327,S,N,60000,0.0,0,0,0,True,;Incorrect_Format,;rate,116090
Madan,Fortune,F,971,546-6765,PHOENIX,OR,97535,S,N,90000,9.0,159,0,0,True,;Incorrect_Format,;rate,187785
Sendhil,Poythress,F,775,751-8544,HENDERSON,NV,89053,S,N,40000,0.0,0,0,0,True,;Incorrect_Format,;rate,193013
Simonas,Grahn,F,423,653-4365,ROCK ISLAND,TN,38581,M,N,100000,0.0,0,0,0,True,;Incorrect_Format,;rate,118739
Fabien,Poix,F,907,192-1815,WARD COVE,AK,99928,S,Y,95000,0.0,0,0,0,True,;Incorrect_Format,;rate,175964
Donia,Barnhill,M,956,885-9785,HOUSTON,TX,77048,M,Y,45000,0.0,0,0,0,True,;Incorrect_Format,;rate,137537
Jaron,Docker,F,307,584-3618,BURNS,WY,82053,M,Y,40000,0.0,0,0,0,True,;Incorrect_Format,;rate,32115
Naohito,Cooman,M,210,436-4366,WICKETT,TX,79788,S,N,45000,0.0,0,0,0,True,;Incorrect_Format,;rate,162762
Ayellet,Goffman,M,813,873-3826,FORT WALTON BEACH,FL,32549,M,N,95000,0.0,0,0,0,True,;Incorrect_Format,;rate,130130
Elof,Podilchuk,F,251,763-4422,PANOLA,AL,35477,M,N,10000,5.0,0,3000,0,True,;Incorrect_Format,;rate,3779
Bastien,Guil,F,706,605-8505,MEIGS,GA,31765,S,Y,45000,6.0,2700,0,3000,True,;Incorrect_Format,;rate,117189
Valentina,Rochowiak,M,773,399-8920,PANA,IL,62557,S,N,90000,3.0,2000,0,0,True,;Incorrect_Format,;rate,39922
Renganathan,Ranka,M,509,711-4730,ENTIAT,WA,98822,S,N,90000,0.0,0,0,0,True,;Incorrect_Format,;rate,70936
Narendra,Kubicar,F,940,608-6369,RIVIERA,TX,78379,M,N,30000,0.0,0,0,0,True,;Incorrect_Format,;rate,67761
Fehmina,Rimmek,M,915,966-9546,POYNOR,TX,75782,M,Y,25000,0.0,0,0,0,True,;Incorrect_Format,;rate,52320
Qingshan,Andernach,M,707,497-6059,MI WUK VILLAGE,CA,95346,M,Y,5000,1.0,0,174,272,True,;Incorrect_Format,;rate,132208
Judith,Vershinin,F,843,777-4288,BETHUNE,SC,29009,S,Y,35000,7.0,3300,0,3300,True,;Incorrect_Format,;rate,148146
Vyjayanti,Prangrle,M,618,240-9955,RICHMOND,IL,60071,M,Y,25000,3.0,0,4000,2000,True,;Incorrect_Format,;rate,81637
Joseph,Puterman,F,775,295-5772,LAS VEGAS,NV,89134,S,Y,35000,0.0,0,0,0,True,;Incorrect_Format,;rate,171900
Khodi,Vivekananda,M,864,343-9101,COLUMBIA,SC,29240,S,N,15000,7.0,3300,0,0,True,;Incorrect_Format,;rate,55976
Capers,Straney,M,971,662-1751,PORTLAND,OR,97266,M,N,95000,9.0,0,318,0,True,;Incorrect_Format,;rate,132522
Felipe,Cambanis,M,912,829-9051,LUDOWICI,GA,31316,S,Y,65000,6.0,2700,0,3000,True,;Incorrect_Format,;rate,122311
Bram,Heyker,F,706,882-4760,DOUGLASVILLE,GA,30135,S,N,80000,6.0,2700,0,0,True,;Incorrect_Format,;rate,162886
Yuhong,Lidinsky,M,202,834-4698,WASHINGTON,DC,20437,M,N,80000,9.0,0,2740,0,True,;Incorrect_Format,;rate,74290
Nazife,Tompa,M,205,134-3620,ATHENS,AL,35614,M,N,50000,5.0,0,3000,0,True,;Incorrect_Format,;rate,131914
Renaud,Flessner,M,769,945-3774,RED BANKS,MS,38661,M,N,15000,5.0,0,12000,0,True,;Incorrect_Format,;rate,116352
Zanoni,Miranker,F,605,934-2964,WITTEN,SD,57584,S,Y,10000,0.0,0,0,0,True,;Incorrect_Format,;rate,65335
Epaminondas,Merel,F,803,474-1637,WALLACE,SC,29596,M,Y,20000,7.0,0,6600,3300,True,;Incorrect_Format,;rate,120826
Ellen,Katiyar,F,706,610-2368,RISING FAWN,GA,30738,M,Y,25000,6.0,0,5400,3000,True,;Incorrect_Format,;rate,26920
Soad,Jezioranski,F,870,773-9882,ROHWER,AR,71666,S,Y,60000,7.0,20,0,20,True,;Incorrect_Format,;rate,63797
Shahid,Viele,M,606,971-9175,GUSTON,KY,40142,S,Y,95000,6.0,20,0,20,True,;Incorrect_Format,;rate,17520
Azaria,Cartier,F,202,606-9999,WASHINGTON,DC,20232,M,N,75000,9.0,0,2740,0,True,;Incorrect_Format,;rate,161464
Lifeng,Wrobel,M,864,376-2846,JOHNS ISLAND,SC,29457,M,Y,30000,7.0,0,6600,3300,True,;Incorrect_Format,;rate,163403
Dushyanth,Dairaine,F,901,791-8324,TULLAHOMA,TN,37388,M,Y,60000,0.0,0,0,0,True,;Incorrect_Format,;rate,49652
Jonas,Isaac,M,605,884-7578,NORTHVILLE,SD,57465,M,Y,15000,0.0,0,0,0,True,;Incorrect_Format,;rate,43472
Jifeng,Tollander,M,239,395-2434,DAYTONA BEACH,FL,32115,S,N,5000,0.0,0,0,0,True,;Incorrect_Format,;rate,77111
Betty,Leban,M,404,707-3016,ATLANTA,GA,30338,M,N,95000,6.0,0,5400,0,True,;Incorrect_Format,;rate,120230
Kari,Cox,M,307,173-8279,KINNEAR,WY,82516,M,N,100000,0.0,0,0,0,True,;Incorrect_Format,;rate,142155
Jiann,Korjik,M,954,457-1233,MARIANNA,FL,32446,S,Y,5000,0.0,0,0,0,True,;Incorrect_Format,;rate,75265
Geert,Olenski,M,360,896-9891,BRINNON,WA,98320,M,Y,10000,0.0,0,0,0,True,;Incorrect_Format,;rate,196226
Dolores,Viney,M,618,370-2130,WELDON,IL,61882,S,N,15000,3.0,2000,0,0,True,;Incorrect_Format,;rate,30480
Gebreselassie,Uustalu,F,307,564-2153,JACKSON,WY,83002,S,Y,25000,0.0,0,0,0,True,;Incorrect_Format,;rate,163394
Yiwei,Ramanan,M,210,380-6887,VILLAGE MILLS,TX,77663,S,N,5000,0.0,0,0,0,True,;Incorrect_Format,;rate,90332
Miriam,Copas,M,202,948-6562,WASHINGTON,DC,20330,S,N,65000,9.0,1370,0,0,True,;Incorrect_Format,;rate,195904
Donanld,Lipton,F,702,203-7955,LAS VEGAS,NV,89153,M,N,20000,0.0,0,0,0,True,;Incorrect_Format,;rate,169665
Dagmar,Olagunju,F,769,414-4157,BOGUE CHITTO,MS,39629,M,N,20000,5.0,0,12000,0,True,;Incorrect_Format,;rate,68827
Houston,Dunan,F,605,874-7616,OLDHAM,SD,57051,M,Y,85000,0.0,0,0,0,True,;Incorrect_Format,;rate,88414
Genta,Bitter,M,502,585-7201,CURDSVILLE,KY,42334,M,N,90000,6.0,0,40,0,True,;Incorrect_Format,;rate,55300
Muhamed,Riccone,M,225,430-5057,GOLDEN MEADOW,LA,70357,S,Y,80000,6.0,4500,0,1000,True,;Incorrect_Format,;rate,146505
Aman,Lorin,F,229,702-4339,FITZGERALD,GA,31750,M,N,35000,6.0,0,5400,0,True,;Incorrect_Format,;rate,98349
Joacheim,Poehlman,F,618,353-2686,INGLESIDE,IL,60041,S,N,85000,3.0,2000,0,0,True,;Incorrect_Format,;rate,20300
Bikram,Babcock,M,605,693-7316,IROQUOIS,SD,57353,S,Y,90000,0.0,0,0,0,True,;Incorrect_Format,;rate,160852
Oriol,Fouchal,F,205,246-9420,KIMBERLY,AL,35091,M,N,25000,5.0,0,3000,0,True,;Incorrect_Format,;rate,60349
Leandro,Weisler,F,907,651-9899,SAINT MARYS,AK,99658,M,N,65000,0.0,0,0,0,True,;Incorrect_Format,;rate,20889
Noel,Tambouris,M,229,816-1362,ATLANTA,GA,30387,M,N,30000,6.0,0,5400,0,True,;Incorrect_Format,;rate,49625
Elod,Kain,F,337,868-6514,NEW ORLEANS,LA,70162,M,Y,10000,2.0,0,9000,1000,True,;Incorrect_Format,;rate,59845
Watts,Osterweil,M,435,319-2515,MORGAN,UT,84050,M,Y,30000,7.0,0,4950,2475,True,;Incorrect_Format,;rate,139688
Kara,Cuthill,F,706,355-5316,BLOOMINGDALE,GA,31302,S,N,35000,6.0,2700,0,0,True,;Incorrect_Format,;rate,43799
Junghsen,Bitner,F,660,106-4117,WEST PLAINS,MO,65775,S,Y,50000,6.0,2100,0,1200,True,;Incorrect_Format,;rate,106782
Zhanping,Delgrossi,M,601,530-6709,TUPELO,MS,38801,S,N,35000,5.0,6000,0,0,True,;Incorrect_Format,;rate,190472
Bodh,Businaro,F,907,316-7545,FAIRBANKS,AK,99709,S,Y,70000,0.0,0,0,0,True,;Incorrect_Format,;rate,83218
Urs,Shinozaki,F,907,395-6102,NUNAM IQUA,AK,99666,M,N,20000,0.0,0,0,0,True,;Incorrect_Format,;rate,97068
Muriel,Nabil,F,309,871-7846,SAINT JACOB,IL,62281,M,Y,35000,3.0,0,4000,2000,True,;Incorrect_Format,;rate,15736
Roswita,Pangrle,M,423,789-8074,MONTEREY,TN,38574,M,N,55000,0.0,0,0,0,True,;Incorrect_Format,;rate,77646
Cristine,Felici,M,636,278-5574,GREEN CASTLE,MO,63544,S,Y,10000,6.0,2100,0,1200,True,;Incorrect_Format,;rate,191172
Costas,Piveteau,M,256,605-1590,BOYKIN,AL,36723,M,Y,45000,5.0,0,3000,300,True,;Incorrect_Format,;rate,175233
Ovidiu,Gurr,M,971,594-7163,LAFAYETTE,OR,97127,S,Y,25000,9.0,159,0,159,True,;Incorrect_Format,;rate,153518
Indradeep,Karl,F,775,514-2762,RENO,NV,89503,M,N,55000,0.0,0,0,0,True,;Incorrect_Format,;rate,159029
Gregoria,Taubner,F,601,163-4045,ASHLAND,MS,38603,M,N,75000,5.0,0,12000,0,True,;Incorrect_Format,;rate,148688
Berl,Thanh,F,360,953-3513,SEATTLE,WA,98122,M,Y,20000,0.0,0,0,0,True,;Incorrect_Format,;rate,22068
Vivan,Pokoski,M,479,850-9532,COTTER,AR,72626,M,Y,50000,7.0,0,40,20,True,;Incorrect_Format,;rate,106099
Qui,Bartschi,M,702,363-7561,LAS VEGAS,NV,89107,M,Y,40000,0.0,0,0,0,True,;Incorrect_Format,;rate,35071
Viktoria,Kerpedjiev,M,435,195-9379,SANDY,UT,84091,M,N,15000,7.0,0,4950,0,True,;Incorrect_Format,;rate,191979
IJsbrand,Reiss,M,843,432-6751,POMARIA,SC,29126,S,N,60000,7.0,3300,0,0,True,;Incorrect_Format,;rate,6030
Nico,Loiselle,M,337,506-8759,COLUMBIA,LA,71418,M,N,80000,6.0,0,9000,0,True,;Incorrect_Format,;rate,16976
Ola,Benzmuller,M,605,283-4516,TUTHILL,SD,57574,S,Y,75000,0.0,0,0,0,True,;Incorrect_Format,;rate,108479
Aito,Musha,F,503,527-6093,PORTLAND,OR,97230,M,N,25000,9.0,0,318,0,True,;Incorrect_Format,;rate,59543
Darwyn,Balboni,M,307,861-4167,GREYBULL,WY,82426,S,N,25000,0.0,0,0,0,True,;Incorrect_Format,;rate,13095
Zhimin,Savaram,M,205,709-2980,JEFFERSON,AL,36745,S,Y,100000,5.0,1500,0,300,True,;Incorrect_Format,;rate,60297
Sedat,Vrecion,F,702,865-4745,HENDERSON,NV,89002,S,Y,40000,0.0,0,0,0,True,;Incorrect_Format,;rate,107863
Marvin,Klutke,M,334,685-9648,TROY,AL,36081,S,Y,60000,5.0,1500,0,300,True,;Incorrect_Format,;rate,99214
Jogesh,Nitsch,M,224,628-3354,EAST SAINT LOUIS,IL,62207,M,N,10000,3.0,0,4000,0,True,;Incorrect_Format,;rate,69896
Ole,Stasinski,M,205,952-2916,MOBILE,AL,36618,S,Y,80000,5.0,1500,0,300,True,;Incorrect_Format,;rate,112336
SangKeun,Diciunas,F,907,843-8657,HEALY,AK,99743,M,Y,15000,0.0,0,0,0,True,;Incorrect_Format,;rate,75704
Habiba,Gluck,M,801,408-6022,SAINT GEORGE,UT,84791,S,N,20000,7.0,2475,0,0,True,;Incorrect_Format,;rate,63101
Madhavan,Hyvonen,M,801,103-1708,SALT LAKE CITY,UT,84130,S,Y,50000,7.0,2475,0,2475,True,;Incorrect_Format,;rate,151190
Vugranam,Tryon,F,678,346-3456,LENOX,GA,31637,M,Y,95000,6.0,0,5400,3000,True,;Incorrect_Format,;rate,128565
Kirack,Caugne,M,435,716-3665,PARK CITY,UT,84068,S,N,70000,7.0,2475,0,0,True,;Incorrect_Format,;rate,103995
Chung,Lutterkort,M,702,932-3477,CARSON CITY,NV,89702,M,Y,45000,0.0,0,0,0,True,;Incorrect_Format,;rate,52029
Roswita,Kodera,M,337,886-2495,KINDER,LA,70648,M,N,55000,6.0,0,9000,0,True,;Incorrect_Format,;rate,71909
Wernhuar,Goralwalla,M,256,576-9811,TUSKEGEE INSTITUTE,AL,36088,M,Y,20000,5.0,0,3000,300,True,;Incorrect_Format,;rate,152172
Chenxi,Uejio,F,815,369-8674,MINIER,IL,61759,M,Y,30000,3.0,0,4000,2000,True,;Incorrect_Format,;rate,189673
Tsang,Forte,M,605,821-3661,BRADLEY,SD,57217,S,Y,55000,0.0,0,0,0,True,;Incorrect_Format,;rate,6382
Rrob,Wetherbe,M,901,270-1226,MILLEDGEVILLE,TN,38359,S,Y,85000,0.0,0,0,0,True,;Incorrect_Format,;rate,179423
Huai,Guillier,F,863,655-1244,BRADENTON,FL,34211,M,N,55000,0.0,0,0,0,True,;Incorrect_Format,;rate,29597
Masaski,Amaldi,M,865,100-6027,MONTEAGLE,TN,37356,M,N,20000,0.0,0,0,0,True,;Incorrect_Format,;rate,54567
Hester,Gurel,M,307,431-3234,YELLOWSTONE NATIONAL PARK,WY,82190,S,N,45000,0.0,0,0,0,True,;Incorrect_Format,;rate,134966
Mihir,Krikis,M,775,564-6191,LAS VEGAS,NV,89144,S,Y,60000,0.0,0,0,0,True,;Incorrect_Format,;rate,15174
Ida,Gulliver,M,561,855-1140,WEST PALM BEACH,FL,33412,M,Y,90000,0.0,0,0,0,True,;Incorrect_Format,;rate,5301
Gunnvald,Mattmann,M,801,988-3478,SALT LAKE CITY,UT,84125,S,Y,20000,7.0,2475,0,2475,True,;Incorrect_Format,;rate,52488
Itzhak,Haumacher,M,769,402-5398,FLOWOOD,MS,39232,M,N,10000,5.0,0,12000,0,True,;Incorrect_Format,;rate,62298
Siba,Berthiaume,F,907,531-2358,KING SALMON,AK,99613,M,Y,55000,0.0,0,0,0,True,;Incorrect_Format,;rate,126093
Javam,Kahana,M,931,392-4841,MC KENZIE,TN,38201,M,N,60000,0.0,0,0,0,True,;Incorrect_Format,;rate,103474
Imre,Pehl,F,769,919-7207,JACKSON,MS,39215,S,Y,10000,5.0,6000,0,1500,True,;Incorrect_Format,;rate,163589
Yim,Coppini,F,304,385-4430,CHARLESTON,WV,25304,M,Y,10000,3.0,0,4000,2000,True,;Incorrect_Format,;rate,167628
Talal,Dow,M,901,530-7749,CROCKETT MILLS,TN,38021,S,N,30000,0.0,0,0,0,True,;Incorrect_Format,;rate,84178
Haijo,Kirtane,F,202,129-7611,WASHINGTON,DC,20380,S,Y,95000,9.0,1370,0,1370,True,;Incorrect_Format,;rate,189406
Celso,Bekesi,F,210,630-4533,FORSAN,TX,79733,M,N,30000,0.0,0,0,0,True,;Incorrect_Format,;rate,190
Jeanna,Presttun,F,801,353-3383,DUCHESNE,UT,84021,M,N,65000,7.0,0,4950,0,True,;Incorrect_Format,;rate,83634
Jaejoon,Hasselbring,M,859,306-7101,TRAM,KY,41663,M,N,75000,6.0,0,40,0,True,;Incorrect_Format,;rate,135372
Stefania,Slonim,M,850,740-1134,GRANT,FL,32949,S,Y,80000,0.0,0,0,0,True,;Incorrect_Format,;rate,49558
Morris,Tautenhahn,M,864,762-3677,FAIRFOREST,SC,29336,S,N,55000,7.0,3300,0,0,True,;Incorrect_Format,;rate,11357
Micha,Zfira,F,503,417-6129,FALLS CITY,OR,97344,M,Y,95000,9.0,0,318,159,True,;Incorrect_Format,;rate,173451
Badrinath,Laulhere,M,202,203-9928,WASHINGTON,DC,20306,M,Y,100000,9.0,0,2740,1370,True,;Incorrect_Format,;rate,125541
Asher,Heidecker,M,605,437-8115,COLOME,SD,57528,S,N,90000,0.0,0,0,0,True,;Incorrect_Format,;rate,115017
Iraj,Paries,F,407,664-3069,SEVILLE,FL,32190,M,N,85000,0.0,0,0,0,True,;Incorrect_Format,;rate,121144
Sukesh,Paterson,F,202,370-3358,WASHINGTON,DC,20330,M,Y,75000,9.0,0,2740,1370,True,;Incorrect_Format,;rate,125682
Guang,Pigeot,M,224,230-7272,WAUKEGAN,IL,60087,S,N,40000,3.0,2000,0,0,True,;Incorrect_Format,;rate,190632
Ingmar,Gire,M,504,889-4052,ROUGON,LA,70773,M,N,10000,2.0,0,9000,0,True,;Incorrect_Format,;rate,85702
Mong,Gjerlov,F,864,567-8083,SENECA,SC,29678,S,Y,20000,7.0,3300,0,3300,True,;Incorrect_Format,;rate,198702
Angela,Delgano,M,360,963-9590,STEPTOE,WA,99174,S,N,100000,0.0,0,0,0,True,;Incorrect_Format,;rate,134295
Thanos,Carey,F,202,568-1183,WASHINGTON,DC,20426,M,Y,55000,9.0,0,2740,1370,True,;Incorrect_Format,;rate,160121
Marten,Magenheimer,F,270,575-3176,FORT KNOX,KY,40121,S,Y,90000,6.0,20,0,20,True,;Incorrect_Format,;rate,176353
Pengyuan,Tofte,F,360,631-1350,TACOMA,WA,98412,S,N,60000,0.0,0,0,0,True,;Incorrect_Format,;rate,48849
Bram,Wiel,F,270,329-8913,MILTON,KY,40045,M,Y,85000,6.0,0,40,20,True,;Incorrect_Format,;rate,149566
Marilde,Bent,F,775,770-3039,LAS VEGAS,NV,89126,S,N,100000,0.0,0,0,0,True,;Incorrect_Format,;rate,69401
Nevzat,Mathieson,F,312,765-3410,BERWICK,IL,61417,M,N,25000,3.0,0,4000,0,True,;Incorrect_Format,;rate,76791
Benedito,Fujisawa,M,605,203-3679,WILMOT,SD,57279,M,Y,55000,0.0,0,0,0,True,;Incorrect_Format,;rate,185904
Masakazu,Luebbert,F,417,854-5771,JAMESON,MO,64647,M,Y,80000,6.0,0,4200,1200,True,;Incorrect_Format,;rate,152709
Tomonari,Sippi,F,409,378-7449,AUSTIN,TX,78741,S,Y,45000,0.0,0,0,0,True,;Incorrect_Format,;rate,132589
Chidanand,Nishimura,F,435,904-5161,HYRUM,UT,84319,M,N,30000,7.0,0,4950,0,True,;Incorrect_Format,;rate,28369
Daron,Seaborn,F,605,916-1960,PLANKINTON,SD,57368,S,Y,45000,0.0,0,0,0,True,;Incorrect_Format,;rate,164925
Lata,Cyranek,M,304,555-2339,UNEEDA,WV,25205,M,N,10000,3.0,0,4000,0,True,;Incorrect_Format,;rate,1586
Kazue,Delugach,F,541,945-8649,IDANHA,OR,97350,M,Y,100000,9.0,0,318,159,True,;Incorrect_Format,;rate,59869
Viiveke,Ghafoor,F,636,773-6876,SAINT LOUIS,MO,63198,M,Y,75000,6.0,0,4200,1200,True,;Incorrect_Format,;rate,109431
Miodrag,Pietrzykowski,M,307,289-1512,NATRONA,WY,82646,S,Y,55000,0.0,0,0,0,True,;Incorrect_Format,;rate,72366
Zhongwei,Karlsson,M,605,699-6802,SENECA,SD,57473,S,Y,35000,0.0,0,0,0,True,;Incorrect_Format,;rate,165829
Pak,Pitoura,M,307,690-5432,NATRONA,WY,82646,S,Y,85000,0.0,0,0,0,True,;Incorrect_Format,;rate,171404
Elmer,Arafa,F,907,933-8395,ANVIK,AK,99558,M,Y,35000,0.0,0,0,0,True,;Incorrect_Format,;rate,191032
Norris,Spies,M,907,767-3714,GIRDWOOD,AK,99587,S,Y,75000,0.0,0,0,0,True,;Incorrect_Format,;rate,56422
Dwight,Brysgalov,M,225,811-9677,WILDSVILLE,LA,71377,S,Y,35000,6.0,4500,0,1000,True,;Incorrect_Format,;rate,175405
Yongqiao,Bacciotti,F,423,507-2209,MEMPHIS,TN,38177,M,N,85000,0.0,0,0,0,True,;Incorrect_Format,;rate,26819
Shashi,Takami,F,985,780-2072,PLAUCHEVILLE,LA,71362,M,Y,45000,6.0,0,9000,1000,True,;Incorrect_Format,;rate,120795
Babubhai,Lautenschlager,M,907,559-9160,JUNEAU,AK,99803,M,N,95000,0.0,0,0,0,True,;Incorrect_Format,;rate,139400
Elisabetta,Berc,F,605,186-2194,BRANDON,SD,57005,M,N,50000,0.0,0,0,0,True,;Incorrect_Format,;rate,194728
Kiyoko,Jumpertz,M,770,227-4607,GAINESVILLE,GA,30506,M,Y,15000,6.0,0,5400,3000,True,;Incorrect_Format,;rate,91420
Sujata,Heikes,F,806,276-6030,DALLAS,TX,75201,S,N,100000,0.0,0,0,0,True,;Incorrect_Format,;rate,60301
Beat,Duparc,M,971,152-1174,CLATSKANIE,OR,97016,M,N,100000,9.0,0,318,0,True,;Incorrect_Format,;rate,183191
Miyeon,Sandkuhl,F,985,768-3139,NATCHEZ,LA,71456,M,N,50000,6.0,0,9000,0,True,;Incorrect_Format,;rate,74416
Sylvain,Sekino,F,850,365-9701,ORLANDO,FL,32831,S,Y,85000,0.0,0,0,0,True,;Incorrect_Format,;rate,150597
Kersti,Spalazzi,M,501,624-7703,MOUNT VERNON,AR,72111,S,Y,100000,7.0,20,0,20,True,;Incorrect_Format,;rate,38155
Katy,Gilford,M,773,490-9141,EAST SAINT LOUIS,IL,62206,M,Y,20000,3.0,0,4000,2000,True,;Incorrect_Format,;rate,99973
Enno,Sawaya,F,202,105-5912,WASHINGTON,DC,20027,M,Y,60000,9.0,0,2740,1370,True,;Incorrect_Format,;rate,115315
Clinton,Rosenblum,M,541,881-2469,DUNDEE,OR,97115,S,N,15000,9.0,159,0,0,True,;Incorrect_Format,;rate,15533
Vishu,Eizirik,M,360,674-2007,WILBUR,WA,99185,S,Y,95000,0.0,0,0,0,True,;Incorrect_Format,;rate,124534
Dingchao,Seggelke,F,662,506-6759,RIENZI,MS,38865,M,Y,60000,5.0,0,12000,1500,True,;Incorrect_Format,;rate,90356
Choon,Stricker,M,352,970-9992,GEORGETOWN,FL,32139,S,Y,30000,0.0,0,0,0,True,;Incorrect_Format,;rate,55491
Oriol,Livadas,F,870,495-2135,BERRYVILLE,AR,72616,S,Y,75000,7.0,20,0,20,True,;Incorrect_Format,;rate,33512
Jayant,Krider,M,803,561-1091,LANDRUM,SC,29356,S,Y,45000,7.0,3300,0,3300,True,;Incorrect_Format,;rate,189485
Jogg,Suska,M,469,764-3402,DALLAS,TX,75227,S,Y,85000,0.0,0,0,0,True,;Incorrect_Format,;rate,74685
Evaggelia,Henriksson,F,915,777-9339,SALADO,TX,76571,S,Y,95000,0.0,0,0,0,True,;Incorrect_Format,;rate,104866
Ibibia,Martindale,M,870,891-6483,FIFTY SIX,AR,72533,M,Y,40000,7.0,0,40,20,True,;Incorrect_Format,;rate,183135
Xiaodong,Raje,M,786,658-4253,PANAMA CITY,FL,32412,S,N,60000,0.0,0,0,0,True,;Incorrect_Format,;rate,74975
Sartaj,Rosaz,F,605,600-2474,ELKTON,SD,57026,S,N,35000,0.0,0,0,0,True,;Incorrect_Format,;rate,81010
