f_name,l_name,gender,area_code,phone,city,state,zip,marital_status,has_child,salary,rate,single_exemp,married_exemp,child_exemp,pk
Shunge,Apers,F,541,777-6180,PORTLAND,OR,97225,M,N,20000,9.0,0,318,0,145425
Baltasar,Preis,F,435,492-9658,SALT LAKE CITY,UT,84127,M,Y,65000,7.0,0,4950,2475,145426
Barb,Malzbender,M,662,772-5636,LAUREL,MS,39440,M,Y,40000,5.0,0,12000,1500,145493
Enno,Henton,F,325,635-3982,ECLETO,TX,78111,S,Y,90000,0.0,0,0,0,145513
Shugo,Yanover,F,217,822-3857,VENICE,IL,62090,S,Y,20000,3.0,2000,0,2000,145552
Vinko,Groz,M,304,595-2209,MORGANTOWN,WV,26501,M,N,10000,3.0,0,4000,0,145655
Hiu,Olken,M,202,467-9020,WASHINGTON,DC,20307,S,N,60000,9.0,1370,0,0,145670
Manilal,Protsko,M,318,905-7974,IOTA,LA,70543,M,N,90000,6.0,0,9000,0,145678
Gour,Thibeault,F,205,544-7632,BRUNDIDGE,AL,36010,S,Y,25000,5.0,1500,0,300,145693
Haichen,Fedunok,M,731,621-6079,MACON,TN,38048,S,Y,85000,0.0,0,0,0,145723
Hyungjeong,Pethe,M,801,879-5558,ENTERPRISE,UT,84725,S,N,55000,7.0,2475,0,0,145741
Renwei,Katz,M,847,280-6489,RIVER FOREST,IL,60305,S,N,90000,3.0,2000,0,0,145759
Ruce,Reus,M,815,728-8448,METROPOLIS,IL,62960,M,Y,25000,3.0,0,4000,2000,145781
Patchrawat,O'Haver,F,352,426-1899,SAINT PETERSBURG,FL,33784,M,N,90000,0.0,0,0,0,145806
Basuki,Simao,M,901,157-8474,MEMPHIS,TN,38104,M,Y,40000,0.0,0,0,0,145858
Vitaliano,Angeline,M,404,900-6107,ATLANTA,GA,31193,S,Y,25000,6.0,2700,0,3000,145859
Lubor,Lafferriere,M,870,379-7913,MOUNTAIN HOME,AR,72654,M,N,75000,7.0,0,40,0,145885
Alla,Chouraqui,F,605,975-3160,MANSFIELD,SD,57460,M,N,80000,0.0,0,0,0,145899
Steven,Holbrook,M,706,724-5969,CEDAR SPRINGS,GA,39832,S,Y,10000,6.0,2700,0,3000,145900
Yorick,Rande,F,971,551-1555,IMBLER,OR,97841,M,Y,85000,9.0,0,318,159,145932
ChingYen,Curthoys,M,202,759-1192,WASHINGTON,DC,20420,M,Y,65000,9.0,0,2740,1370,145957
Yuzheng,Czyzowicz,M,601,238-6898,MCCOMB,MS,39648,M,Y,25000,5.0,0,12000,1500,145971
Erdogan,Basawa,F,206,141-1947,VANCOUVER,WA,98683,M,N,55000,0.0,0,0,0,145979
Ifor,Flandrena,M,605,494-1151,GROTON,SD,57445,S,Y,85000,0.0,0,0,0,146026
Jinjuan,Brodie,M,304,236-1454,COAL MOUNTAIN,WV,24823,M,N,5000,3.0,0,4000,0,146079
Yusuke,Manago,M,864,542-7478,TAYLORS,SC,29687,M,Y,35000,7.0,0,6600,3300,146108
David,Muhlenbein,F,601,491-9767,PERKINSTON,MS,39573,M,N,80000,5.0,0,12000,0,146153
Jorg,Pfening,M,202,591-3475,WASHINGTON,DC,20237,S,N,65000,9.0,1370,0,0,146232
Povl,Maelbrancke,F,708,206-9152,SCHAUMBURG,IL,60195,S,N,15000,3.0,2000,0,0,146235
Telle,Guillier,F,803,677-3468,NORTH MYRTLE BEACH,SC,29597,S,Y,25000,7.0,3300,0,3300,146240
Borut,Bauknecht,F,479,195-5417,LAFE,AR,72436,M,Y,45000,7.0,0,40,20,146275
Makato,Cosica,F,605,261-2449,DEADWOOD,SD,57732,S,N,50000,0.0,0,0,0,146312
Rance,Samlowski,M,224,977-3712,WILLOW HILL,IL,62480,M,N,40000,3.0,0,4000,0,146318
Nasreddine,Piel,M,801,934-6177,OGDEN,UT,84402,S,Y,60000,7.0,2475,0,2475,146329
Barnaby,Malabarba,F,904,663-8188,DADE CITY,FL,33525,M,N,30000,0.0,0,0,0,146344
Rogers,Gyssens,M,206,966-5620,SEATTLE,WA,98116,S,N,95000,0.0,0,0,0,146390
Massimo,Dahlhaus,M,775,933-1365,LAS VEGAS,NV,89115,S,N,60000,0.0,0,0,0,146402
Yizhi,Grigoryev,M,334,161-9760,COURTLAND,AL,35618,M,Y,90000,5.0,0,3000,300,146454
Muhamed,Riccone,M,225,430-5057,GOLDEN MEADOW,LA,70357,S,Y,80000,6.0,4500,0,1000,146505
Stein,Luttermann,M,912,185-1221,CUSSETA,GA,31805,M,Y,15000,6.0,0,5400,3000,146570
Sameet,Takeshi,F,859,104-8858,MAPLE MOUNT,KY,42356,M,Y,95000,6.0,0,40,20,146601
Bedabrata,Esik,M,816,762-9497,PONCE DE LEON,MO,65728,M,Y,40000,6.0,0,4200,1200,146616
Behrokh,Hanzalek,F,708,428-5649,WRIGHTS,IL,62098,M,N,60000,3.0,0,4000,0,146643
Nagisa,Colnaric,F,304,610-2400,BEREA,WV,26327,S,Y,10000,3.0,2000,0,2000,146656
Xuequn,Laitinen,M,605,447-3081,WHITE LAKE,SD,57383,S,N,50000,0.0,0,0,0,146694
Debaprosad,Gien,M,202,336-6286,WASHINGTON,DC,20456,S,N,45000,9.0,1370,0,0,146734
Romulus,Feierbach,F,708,731-6674,PEORIA,IL,61654,M,Y,60000,3.0,0,4000,2000,146758
Junping,Pulidas,M,253,177-8011,CURTIS,WA,98538,S,Y,85000,0.0,0,0,0,146768
Vamsee,Mackay,F,270,154-4924,WINCHESTER,KY,40391,M,N,95000,6.0,0,40,0,146859
Sherman,Trachtman,M,202,900-2638,WASHINGTON,DC,20307,S,Y,45000,9.0,1370,0,1370,146901
Shirish,Levenez,F,512,665-4362,VICTORIA,TX,77901,M,N,25000,0.0,0,0,0,146978
Uchang,Ludascher,F,636,466-5344,INDEPENDENCE,MO,64055,M,N,95000,6.0,0,4200,0,146985
Zigmantas,Wicinski,M,307,242-2594,OTTO,WY,82434,S,Y,35000,0.0,0,0,0,147101
Mazin,Highland,M,775,783-4703,CARSON CITY,NV,89714,M,Y,65000,0.0,0,0,0,147109
Chien,Latta,M,815,315-5220,FORRESTON,IL,61030,M,N,50000,3.0,0,4000,0,147155
Hisakazu,Weinert,F,404,825-3154,COVINGTON,GA,30014,S,N,60000,6.0,2700,0,0,147167
Egil,Evard,M,605,434-2939,LAKE CITY,SD,57247,S,Y,40000,0.0,0,0,0,147170
Valery,Pils,M,803,794-1569,CLIFTON,SC,29324,S,N,90000,7.0,3300,0,0,147202
Farid,Shimodaira,M,601,132-2550,BILOXI,MS,39533,M,Y,55000,5.0,0,12000,1500,147227
Koh,Inada,F,660,686-7892,IONIA,MO,65335,S,Y,45000,6.0,2100,0,1200,147262
Yingquan,Bodwin,F,801,897-2547,SOUTH JORDAN,UT,84095,M,N,30000,7.0,0,4950,0,147295
Huaiqing,Schlichter,M,334,849-4245,DEATSVILLE,AL,36022,M,N,80000,5.0,0,3000,0,147323
Joycelyne,Gracer,M,561,705-9038,TALLAHASSEE,FL,32395,M,N,45000,0.0,0,0,0,147331
Paradise,Geser,F,708,175-6225,CHICAGO,IL,60643,S,N,10000,3.0,2000,0,0,147372
Mayford,Benzmuller,F,727,817-8500,WEST PALM BEACH,FL,33409,M,Y,100000,0.0,0,0,0,147461
Vojislav,Kadur,M,847,123-9497,ARLINGTON HEIGHTS,IL,60005,M,Y,100000,3.0,0,4000,2000,147529
Dhananjay,Tiberghien,F,769,839-4084,MADDEN,MS,39109,S,Y,95000,5.0,6000,0,1500,147542
Fumiya,Massotte,F,907,575-6678,ANCHORAGE,AK,99502,M,Y,100000,0.0,0,0,0,147546
Geza,Shindo,F,803,659-7043,GREENVILLE,SC,29616,M,Y,65000,7.0,0,6600,3300,147577
Florimond,Blache,M,605,141-9375,SMITHWICK,SD,57782,S,Y,10000,0.0,0,0,0,147584
Veronika,Schell,F,251,477-8909,PELL CITY,AL,35128,M,Y,10000,5.0,0,3000,300,147699
Siamak,Gagvani,M,361,213-2115,MERIT,TX,75458,S,N,10000,0.0,0,0,0,147712
Yoneharu,Raza,F,253,556-7090,LACEY,WA,98509,S,N,35000,0.0,0,0,0,147735
Baudouin,Roddick,F,307,749-6796,PINEDALE,WY,82941,M,N,75000,0.0,0,0,0,147806
Corine,Plantinga,M,769,414-3678,GREENVILLE,MS,38701,M,N,65000,5.0,0,12000,0,147815
Hiyan,Golgstein,F,907,628-4801,COFFMAN COVE,AK,99918,S,Y,80000,0.0,0,0,0,147844
Gunar,Brownfield,M,386,765-9832,CENTURY,FL,32535,S,Y,65000,0.0,0,0,0,147875
Ardian,Hirschman,M,435,359-7261,JENSEN,UT,84035,M,N,35000,7.0,0,4950,0,147889
Stven,Hjelsvold,M,305,537-5675,MELBOURNE,FL,32934,S,N,80000,0.0,0,0,0,147908
Weidon,Smitley,F,573,403-1620,PORTAGE DES SIOUX,MO,63373,M,Y,100000,6.0,0,4200,1200,147909
Mathai,Gimbel,F,501,995-2445,WIDENER,AR,72394,M,Y,60000,7.0,0,40,20,147932
Ganesan,Farhi,F,702,960-8477,RENO,NV,89507,S,Y,75000,0.0,0,0,0,147950
Deoraj,Aitken,F,605,529-4565,PHILIP,SD,57567,M,N,85000,0.0,0,0,0,147955
Tobin,Lafouge,M,503,631-5195,EAGLE POINT,OR,97524,M,N,65000,9.0,0,318,0,147956
Kauko,Weissberg,M,702,860-4446,LAS VEGAS,NV,89101,M,Y,60000,0.0,0,0,0,147984
Debaprosad,DeMori,M,202,196-7322,WASHINGTON,DC,20088,S,N,75000,9.0,1370,0,0,147990
Hanxiong,Reinitzer,M,801,682-7538,HYRUM,UT,84319,S,Y,15000,7.0,2475,0,2475,147991
Ardian,Klaschka,M,660,424-4108,KANSAS CITY,MO,64118,S,N,25000,6.0,2100,0,0,148096
Judith,Vershinin,F,843,777-4288,BETHUNE,SC,29009,S,Y,35000,7.0,3300,0,3300,148146
Haralampos,Meckler,M,931,542-2090,COVINGTON,TN,38019,M,Y,75000,0.0,0,0,0,148173
Iris,Docker,F,801,651-2284,DUTCH JOHN,UT,84023,S,Y,65000,7.0,2475,0,2475,148249
Adib,Schalk,M,318,937-6691,NAPOLEONVILLE,LA,70390,S,Y,25000,6.0,4500,0,1000,148256
Tuomo,Koprowski,M,702,918-6287,LAS VEGAS,NV,89178,S,N,50000,0.0,0,0,0,148275
Matthieu,Freburger,M,205,267-4574,MONTGOMERY,AL,36102,S,N,50000,5.0,1500,0,0,148283
Ruixin,Luttermann,M,907,567-1618,FORT GREELY,AK,99731,S,Y,55000,0.0,0,0,0,148302
Mika,Ezer,F,202,836-2775,WASHINGTON,DC,20001,S,N,80000,9.0,1370,0,0,148305
Stijn,Schulmeyer,M,813,135-9329,TALLAHASSEE,FL,32399,M,N,25000,0.0,0,0,0,148407
Radek,Gurov,M,636,492-4713,ALBA,MO,64830,S,Y,25000,6.0,2100,0,1200,148491
Ziyad,Azzam,M,386,255-9849,PALM HARBOR,FL,34685,S,Y,5000,0.0,0,0,0,148515
Jayme,Mangaser,M,386,231-7424,MIAMI,FL,33148,S,Y,5000,0.0,0,0,0,148625
Gregoria,Taubner,F,601,163-4045,ASHLAND,MS,38603,M,N,75000,5.0,0,12000,0,148688
Inhan,Taubman,F,605,480-1218,SAINT FRANCIS,SD,57572,S,N,20000,0.0,0,0,0,148727
Parvathi,Hobby,F,512,837-1936,SAN ANTONIO,TX,78212,M,N,40000,0.0,0,0,0,148883
Owen,Poulin,F,561,141-3151,CRYSTAL BEACH,FL,34681,S,Y,40000,0.0,0,0,0,148930
Hagbal,Abarbanel,M,478,846-3343,BUFORD,GA,30519,M,N,75000,6.0,0,5400,0,148950
Brigitta,Bettayeb,F,225,755-5715,METAIRIE,LA,70003,M,N,50000,6.0,0,9000,0,148976
Bandula,Stougie,F,502,926-4700,MANNSVILLE,KY,42758,S,N,95000,6.0,20,0,0,148993
Madjid,Antin,M,662,801-4988,WATERFORD,MS,38685,M,N,75000,5.0,0,12000,0,149124
Injun,Goldsby,F,907,977-6822,SOUTH NAKNEK,AK,99670,M,Y,15000,0.0,0,0,0,149126
Milos,Carta,M,605,106-7277,MANDERSON,SD,57756,M,Y,70000,0.0,0,0,0,149132
Hon,Chitnis,F,501,110-9483,LIGHT,AR,72439,S,N,35000,7.0,20,0,0,149165
Johnathan,Bronts,M,910,601-3583,CONCORD,NC,28025,M,Y,10000,6.0,0,6600,3300,149199
Kazue,Commoner,F,769,985-2630,SOSO,MS,39480,M,Y,20000,5.0,0,12000,1500,149211
Mingdong,Tvrdik,F,541,387-9586,GARIBALDI,OR,97118,M,Y,90000,9.0,0,318,159,149228
Brock,Kreutzer,F,307,390-4381,SHELL,WY,82441,M,Y,25000,0.0,0,0,0,149246
Guhan,Ritzdorf,M,435,299-6747,MANILA,UT,84046,S,N,70000,7.0,2475,0,0,149286
Alvis,Mihoubi,M,662,445-1771,GLOSTER,MS,39638,M,N,65000,5.0,0,12000,0,149306
Kimming,Begiun,F,334,424-8642,GAYLESVILLE,AL,35973,S,Y,65000,5.0,1500,0,300,149309
Rix,Preus,M,305,978-3323,LAWTEY,FL,32058,S,Y,30000,0.0,0,0,0,149381
Piriya,Schewe,F,907,474-1622,STEBBINS,AK,99671,S,Y,75000,0.0,0,0,0,149391
Helen,Butterworth,F,907,471-4918,FORT GREELY,AK,99731,S,Y,5000,0.0,0,0,0,149405
Kenjiro,Getto,M,606,915-2352,WELLINGTON,KY,40387,M,Y,100000,6.0,0,40,20,149445
Paraskevas,Watrin,F,801,758-2618,ROCKVILLE,UT,84763,M,N,20000,7.0,0,4950,0,149453
Bram,Wiel,F,270,329-8913,MILTON,KY,40045,M,Y,85000,6.0,0,40,20,149566
Weimin,Speckmann,F,435,800-1771,SEVIER,UT,84766,M,N,85000,7.0,0,4950,0,149588
Upender,Ozeri,F,307,948-8679,FAIRVIEW,WY,83119,S,Y,65000,0.0,0,0,0,149654
Etsujiro,Bullock,F,318,834-3893,GIBSON,LA,70356,M,N,85000,6.0,0,9000,0,149699
Kriton,Meuss,M,307,730-5856,CASPER,WY,82609,M,N,65000,0.0,0,0,0,149705
Brigitta,Fouks,F,228,893-9722,ANGUILLA,MS,38721,S,N,5000,3.0,6000,0,0,149746
Raghuram,Nojiri,M,801,359-6614,SALT LAKE CITY,UT,84109,M,N,45000,7.0,0,4950,0,149749
Tirza,Mistrik,F,325,797-3459,ATHENS,TX,75752,S,N,95000,0.0,0,0,0,149811
Pierangelo,Bedell,F,907,268-3006,PETERSBURG,AK,99833,S,N,40000,0.0,0,0,0,149820
Balachander,Gerstenkorn,F,573,946-5572,BARNHART,MO,63012,S,N,25000,6.0,2100,0,0,149825
Kazutaka,Beregi,F,801,613-5722,JOSEPH,UT,84739,S,Y,100000,7.0,2475,0,2475,149851
Iskander,Wahls,F,573,418-2360,SAINT LOUIS,MO,63138,S,N,95000,6.0,2100,0,0,149869
DeLiang,Raan,M,769,330-9190,MORTON,MS,39117,S,N,50000,5.0,6000,0,0,149962
Costas,Flavell,M,605,501-1263,FEDORA,SD,57337,S,Y,25000,0.0,0,0,0,149966
Shoji,Tsukune,M,850,419-7483,LAKE HAMILTON,FL,33851,S,N,80000,0.0,0,0,0,149978
Faris,Ramsden,F,270,621-1429,DANA,KY,41615,M,N,85000,6.0,0,40,0,149994
Hyungjeong,Cozza,M,435,914-5043,SALT LAKE CITY,UT,84189,M,Y,55000,7.0,0,4950,2475,149996
Daivd,Lokketangen,F,971,448-2390,MYRTLE POINT,OR,97458,S,N,70000,9.0,159,0,0,150006
Muthu,Shackell,F,605,802-5828,CHERRY CREEK,SD,57622,M,N,30000,0.0,0,0,0,150018
Berna,Sartini,M,205,536-4951,GREENVILLE,AL,36037,S,Y,95000,5.0,1500,0,300,150024
Limsoon,Bernhard,M,202,873-5812,WASHINGTON,DC,20403,S,Y,100000,9.0,1370,0,1370,150036
Ashwani,Trachtenberg,F,702,373-7792,INDIAN SPRINGS,NV,89018,S,Y,60000,0.0,0,0,0,150051
ChingYen,Weiland,M,202,443-1624,WASHINGTON,DC,20555,S,Y,30000,9.0,1370,0,1370,150085
Ilyong,Grau,M,731,370-3206,OOLTEWAH,TN,37363,M,Y,60000,0.0,0,0,0,150111
Vugranam,Pfitzmann,F,512,503-7635,EL PASO,TX,88558,S,N,5000,0.0,0,0,0,150119
Eddy,Geurts,M,865,127-9992,CHAPEL HILL,TN,37034,S,N,90000,0.0,0,0,0,150207
Hanmao,Carboni,M,865,467-4128,WATAUGA,TN,37694,M,Y,85000,0.0,0,0,0,150220
Filippo,Greenaway,M,307,579-4928,ALCOVA,WY,82620,M,N,60000,0.0,0,0,0,150236
Harris,Tapken,F,816,598-4289,BOIS D ARC,MO,65612,M,Y,100000,6.0,0,4200,1200,150293
Jawahar,Petrakis,F,678,446-6811,GUYTON,GA,31312,S,N,85000,6.0,2700,0,0,150443
Terunao,Christ,F,864,131-8155,SUMTER,SC,29154,M,N,20000,7.0,0,6600,0,150475
Mac,Moussiaux,F,971,533-8138,MOUNT ANGEL,OR,97362,S,Y,15000,9.0,159,0,159,150513
Sundaresan,Chuan,F,430,860-5774,AUSTIN,TX,78732,M,N,85000,0.0,0,0,0,150522
Ronda,Madnick,M,907,518-1201,KARLUK,AK,99608,S,N,35000,0.0,0,0,0,150579
Corneliu,Sarjoughian,M,479,115-4161,GUY,AR,72061,S,N,100000,7.0,20,0,0,150593
Sylvain,Sekino,F,850,365-9701,ORLANDO,FL,32831,S,Y,85000,0.0,0,0,0,150597
Rema,Kaklamani,F,509,158-3482,SEATTLE,WA,98124,M,N,85000,0.0,0,0,0,150607
Mingzeng,Karczmarczuk,F,334,385-3597,ONEONTA,AL,35121,S,N,85000,5.0,1500,0,0,150691
Brig,Vaquero,F,206,428-7936,CAMP MURRAY,WA,98430,M,N,85000,0.0,0,0,0,150741
Sankaran,Hamrick,M,775,850-6503,LAS VEGAS,NV,89105,M,Y,80000,0.0,0,0,0,150783
Coco,Sievert,F,307,486-3156,SHAWNEE,WY,82229,M,N,5000,0.0,0,0,0,150822
Violaine,Forne,F,321,210-3169,LAKELAND,FL,33806,S,N,50000,0.0,0,0,0,150848
Hidehiko,Goto,F,541,103-8671,MERLIN,OR,97532,S,Y,50000,9.0,159,0,159,150875
Ondrej,McMains,F,229,181-3291,RESACA,GA,30735,S,Y,75000,6.0,2700,0,3000,150876
Lorne,Kriman,F,980,448-5054,BULLOCK,NC,27507,M,N,10000,6.0,0,6600,0,150889
Cyr,Urbani,F,605,757-7643,LABOLT,SD,57246,S,N,50000,0.0,0,0,0,150936
Lippold,Herity,M,864,447-9873,JENKINSVILLE,SC,29065,M,N,40000,7.0,0,6600,0,150992
Ryuzo,Baby,F,702,617-2340,SPARKS,NV,89432,M,N,85000,0.0,0,0,0,151027
Arvind,Weiland,F,678,852-6174,DOUGLASVILLE,GA,30133,S,N,25000,6.0,2700,0,0,151085
Antonino,Schmezko,M,435,700-3902,BOUNTIFUL,UT,84011,M,N,80000,7.0,0,4950,0,151132
Ikuyo,Roehmer,F,435,530-4067,PEOA,UT,84061,M,N,20000,7.0,0,4950,0,151140
Hao,Dever,F,702,576-7151,MESQUITE,NV,89027,S,Y,65000,0.0,0,0,0,151167
Madhavan,Hyvonen,M,801,103-1708,SALT LAKE CITY,UT,84130,S,Y,50000,7.0,2475,0,2475,151190
Enoch,Gauyacq,F,601,684-7210,DELTA CITY,MS,39061,S,Y,15000,5.0,6000,0,1500,151245
Sandeep,Poigne,M,815,766-2190,CHANNAHON,IL,60410,S,Y,65000,3.0,2000,0,2000,151269
Rokia,Bladen,F,307,210-3857,TETON VILLAGE,WY,83025,M,N,60000,0.0,0,0,0,151279
Joonoo,Whitney,F,541,539-6209,UMATILLA,OR,97882,M,N,85000,9.0,0,318,0,151300
Amokrane,Radwan,M,864,323-4010,YEMASSEE,SC,29945,S,Y,40000,7.0,3300,0,3300,151333
Rrob,Brownrigg,M,435,587-2969,PINE VALLEY,UT,84781,S,N,50000,7.0,2475,0,0,151341
Dallas,Trauth,F,509,302-3214,DOTY,WA,98539,M,Y,40000,0.0,0,0,0,151416
Brig,Anquetil,F,605,345-3578,TORONTO,SD,57268,S,Y,100000,0.0,0,0,0,151594
Shlomit,Bann,F,435,843-9592,SANTAQUIN,UT,84655,S,N,50000,7.0,2475,0,0,151648
Yalin,Guttag,F,864,971-1919,LAKE CITY,SC,29560,S,N,30000,7.0,3300,0,0,151670
Hon,Yamashita,F,205,925-2849,MOBILE,AL,36611,M,N,85000,5.0,0,3000,0,151727
Jieh,Fosse,F,307,800-2021,CHEYENNE,WY,82008,M,N,45000,0.0,0,0,0,151768
Alyson,Coroyer,F,630,978-4662,HANOVER,IL,61041,M,N,60000,3.0,0,4000,0,151793
Asham,Balard,F,907,806-3229,POINT HOPE,AK,99766,M,Y,50000,0.0,0,0,0,151802
Fredrik,Jenevein,F,469,471-9057,BEN FRANKLIN,TX,75415,S,N,20000,0.0,0,0,0,151810
Chakravarthy,Beguin,F,706,886-6157,CLERMONT,GA,30527,S,N,15000,6.0,2700,0,0,151880
Shiro,Ragunath,F,770,493-8599,LOVEJOY,GA,30250,S,Y,95000,6.0,2700,0,3000,151888
Justin,Christianini,M,775,478-3601,RENO,NV,89502,S,N,55000,0.0,0,0,0,151916
Younggeun,Beun,F,646,200-5298,ROCHESTER,NY,14638,M,N,5000,4.0,0,0,0,151934
Joelle,Oogane,F,435,975-8893,SALT LAKE CITY,UT,84119,S,Y,75000,7.0,2475,0,2475,151950
Lal,McCormick,M,786,371-6854,SUN CITY,FL,33586,M,Y,90000,0.0,0,0,0,151955
Zhengxin,Strohmeir,F,615,958-9012,NASHVILLE,TN,37248,S,N,75000,0.0,0,0,0,151994
Cao,Markatos,F,314,398-1014,SOLO,MO,65564,S,N,20000,6.0,2100,0,0,152067
Aisheng,Federico,M,636,716-7454,MOSCOW MILLS,MO,63362,M,N,15000,6.0,0,4200,0,152095
Teresita,Vignes,M,202,811-8085,WASHINGTON,DC,20211,M,Y,85000,9.0,0,2740,1370,152109
Katarzyna,Beh,F,214,112-5838,BISHOP,TX,78343,S,Y,45000,0.0,0,0,0,152112
Yee,Sundgren,M,864,598-4828,SHAW A F B,SC,29152,S,N,85000,7.0,3300,0,0,152120
Eero,Abels,F,775,966-4559,CARSON CITY,NV,89703,M,Y,80000,0.0,0,0,0,152126
Wernhuar,Goralwalla,M,256,576-9811,TUSKEGEE INSTITUTE,AL,36088,M,Y,20000,5.0,0,3000,300,152172
Slava,Aronsson,M,605,530-6704,HURON,SD,57399,M,Y,25000,0.0,0,0,0,152176
Ernest,Koblick,M,270,171-5916,OAK GROVE,KY,42262,M,N,100000,6.0,0,40,0,152199
Jayashree,Karcich,M,803,549-8616,COLUMBIA,SC,29202,M,N,80000,7.0,0,6600,0,152271
Goutham,Ricardo,F,479,810-3846,HOT SPRINGS NATIONAL PARK,AR,71951,S,N,65000,7.0,20,0,0,152299
Kerstin,McCann,F,954,985-9043,GREENSBORO,FL,32330,S,Y,95000,0.0,0,0,0,152363
Kazutaka,McCrath,F,907,781-4519,DUTCH HARBOR,AK,99692,S,N,5000,0.0,0,0,0,152368
Gihwan,Nagasamy,M,205,679-6725,PERDIDO,AL,36562,S,Y,100000,5.0,1500,0,300,152384
Hongzue,Lismont,M,541,807-2970,SENECA,OR,97873,M,Y,10000,9.0,0,318,159,152433
Peihuang,Morisio,F,504,902-5943,SHREVEPORT,LA,71153,S,N,35000,6.0,4500,0,0,152473
KyungOh,Annaratone,M,206,902-8980,GLENWOOD,WA,98619,S,Y,85000,0.0,0,0,0,152495
Patrice,Sigstam,M,202,544-4001,WASHINGTON,DC,20066,M,N,70000,9.0,0,2740,0,152525
Seongsoo,Leuchs,F,512,934-4979,LILLIAN,TX,76061,S,N,5000,0.0,0,0,0,152535
Vaishnavi,Leuschel,M,713,724-6471,CAMPBELLTON,TX,78008,S,N,10000,0.0,0,0,0,152554
Xiufeng,Lavin,F,307,655-3471,POWELL,WY,82435,S,Y,70000,0.0,0,0,0,152557
Andrew,Pekkanen,M,775,577-5874,CRYSTAL BAY,NV,89402,M,N,45000,0.0,0,0,0,152641
Kyle,Haddawy,M,501,533-5002,OSCEOLA,AR,72370,M,Y,75000,7.0,0,40,20,152670
Masakazu,Luebbert,F,417,854-5771,JAMESON,MO,64647,M,Y,80000,6.0,0,4200,1200,152709
Angkul,With,M,435,590-1724,SALT LAKE CITY,UT,84136,S,N,35000,7.0,2475,0,0,152725
Steen,Serafimovski,M,479,225-1187,CALICO ROCK,AR,72519,S,N,65000,7.0,20,0,0,152799
Zhaogang,Haasis,M,601,873-5710,NOXAPATER,MS,39346,M,N,95000,5.0,0,12000,0,152825
Katsuhiko,Mitzlaff,F,770,658-4497,MACON,GA,31208,S,Y,100000,6.0,2700,0,3000,152874
Maryline,Serlin,F,803,335-5224,GREENVILLE,SC,29609,M,N,55000,7.0,0,6600,0,152895
Ettore,Scraton,M,334,601-9763,GRADY,AL,36036,S,Y,20000,5.0,1500,0,300,152926
Kamar,Dissmann,M,404,328-2222,DRY BRANCH,GA,31020,M,N,55000,6.0,0,5400,0,152947
Amal,Pargas,F,423,363-9737,MOUNT CARMEL,TN,37645,M,N,95000,0.0,0,0,0,152984
Zeljko,Certaine,M,312,484-4597,CREST HILL,IL,60403,S,Y,85000,3.0,2000,0,2000,153040
Jaswinder,Karl,M,202,673-9537,WASHINGTON,DC,20544,M,Y,45000,9.0,0,2740,1370,153126
Taketo,Rosencrans,M,786,446-2627,ELKTON,FL,32033,M,N,45000,0.0,0,0,0,153188
Nayeem,Nassor,F,850,391-3594,MIAMI,FL,33170,S,Y,95000,0.0,0,0,0,153194
Ethem,Arthan,M,931,878-8671,LENOX,TN,38047,S,N,55000,0.0,0,0,0,153201
Bianka,Ellozy,M,224,336-3986,NORTH AURORA,IL,60542,S,N,50000,3.0,2000,0,0,153217
Djoerd,Zaidi,F,251,947-6647,MATHEWS,AL,36052,M,Y,75000,5.0,0,3000,300,153345
Ahmed,Murrill,M,206,588-2130,SEATTLE,WA,98108,M,Y,35000,0.0,0,0,0,153366
Heather,Blus,F,307,673-6821,JAY EM,WY,82219,M,N,90000,0.0,0,0,0,153481
Frankie,Wolte,M,636,626-7285,LAKE SPRING,MO,65532,M,Y,30000,6.0,0,4200,1200,153504
Ovidiu,Gurr,M,971,594-7163,LAFAYETTE,OR,97127,S,Y,25000,9.0,159,0,159,153518
Rajesh,Rabi,F,206,685-7208,FORD,WA,99013,S,Y,55000,0.0,0,0,0,153574
Yung,Cuhrov,M,786,362-6744,BOCA RATON,FL,33464,S,Y,10000,0.0,0,0,0,153582
Lenhart,Duris,M,864,796-6703,PAMPLICO,SC,29583,M,N,40000,7.0,0,6600,0,153588
Emden,Venugopal,M,864,534-8797,ELGIN,SC,29045,M,Y,100000,7.0,0,6600,3300,153597
Christina,Kruck,M,251,840-4362,COFFEE SPRINGS,AL,36318,S,Y,40000,5.0,1500,0,300,153611
Xinan,Walstra,M,870,948-7221,HORATIO,AR,71842,M,Y,95000,7.0,0,40,20,153627
Miche,Brookman,M,907,945-8445,TAKOTNA,AK,99675,S,Y,25000,0.0,0,0,0,153666
Boonserm,Baalen,M,307,968-1014,ETNA,WY,83118,M,Y,10000,0.0,0,0,0,153667
Ushio,Brazakovic,M,360,215-7933,YACOLT,WA,98675,M,N,75000,0.0,0,0,0,153673
Dexter,Trinidad,M,417,301-6564,UNION STAR,MO,64494,S,Y,75000,6.0,2100,0,1200,153709
Aleksy,Medecke,F,660,565-3293,SPARTA,MO,65753,M,N,70000,6.0,0,4200,0,153746
Lily,Chenoweth,M,907,398-2926,SAINT MARYS,AK,99658,M,N,60000,0.0,0,0,0,153773
Ato,Zwilling,F,518,785-3121,GREENLAWN,NY,11740,M,N,5000,4.0,0,0,0,153831
